100	0.0890399	0
200	0.0936191	0.00323795
300	0.0876198	0.00535296
400	0.0889464	0.00417588
500	0.0867139	0.00389199
600	0.0852591	0.0035047
700	0.0840464	0.00320699
800	0.0847467	0.00288158
900	0.0836774	0.00275269
1000	0.0834513	0.00248669
1100	0.0846859	0.00254878
1200	0.0848619	0.00234245
1300	0.085203	0.00218695
1400	0.0846059	0.00211068
1500	0.0845063	0.00197232
1600	0.0850369	0.00191908
1700	0.0842032	0.00197902
1800	0.0845239	0.00189489
1900	0.0843695	0.00180144
2000	0.0850092	0.00182139
2100	0.0848088	0.00174564
2200	0.0846183	0.00167666
2300	0.0845317	0.001606
2400	0.0845532	0.00153922
2500	0.0846485	0.0014806
2600	0.0842996	0.00146418
2700	0.0845109	0.00142513
2800	0.0843018	0.00138949
2900	0.08408	0.00135916
3000	0.0842106	0.00132011
3100	0.0842668	0.00127872
3200	0.084554	0.00127061
3300	0.0846628	0.00123676
3400	0.0849451	0.00123219
3500	0.0846711	0.00122708
3600	0.0846966	0.00119326
3700	0.0845736	0.00116733
3800	0.0845633	0.00113666
3900	0.0844152	0.00111712
4000	0.0845043	0.00109273
4100	0.0842218	0.00110199
4200	0.0841498	0.0010781
4300	0.0839102	0.00107934
4400	0.0840134	0.00105973
4500	0.0839672	0.00103718
4600	0.0840125	0.00101563
4700	0.0840238	0.00099408
4800	0.0840943	0.00097586
4900	0.0842817	0.000973775
5000	0.0843446	0.000956328
5100	0.0843382	0.000937598
5200	0.0843677	0.000920033
5300	0.0843662	0.000902675
5400	0.0845159	0.000898284
5500	0.0844388	0.000885252
5600	0.0845669	0.000878664
5700	0.0847403	0.000880188
5800	0.0845299	0.000889796
5900	0.0844288	0.000880445
6000	0.0846083	0.000883891
6100	0.0845961	0.000869486
6200	0.08464	0.000856569
6300	0.0846889	0.00084437
6400	0.0843653	0.000891048
6500	0.0844116	0.000878546
6600	0.0844199	0.000865274
6700	0.0847117	0.00090024
6800	0.0847493	0.000887785
6900	0.08473	0.000875129
7000	0.0846445	0.000866788
7100	0.0845463	0.000860132
7200	0.0845911	0.000849354
7300	0.0845472	0.000838855
7400	0.0845119	0.000828262
7500	0.0843866	0.000826631
7600	0.0843506	0.000816538
7700	0.0841446	0.000831518
7800	0.0840398	0.00082744
7900	0.0841207	0.000820917
8000	0.084177	0.000812585
8100	0.0841929	0.000802708
8200	0.0841294	0.000795425
8300	0.0841484	0.000786067
8400	0.0841147	0.000777429
8500	0.0839629	0.000782962
8600	0.083994	0.000774474
8700	0.0838782	0.000774185
8800	0.0837091	0.000783636
8900	0.0834739	0.00080934
9000	0.0834475	0.000800777
9100	0.0833944	0.000793737
9200	0.0833649	0.000785658
9300	0.0833519	0.000777319
9400	0.0833589	0.000769081
9500	0.0833117	0.000762427
9600	0.0831659	0.000768315
9700	0.0830796	0.000765226
9800	0.0830292	0.000759076
9900	0.0830135	0.00075157
10000	0.0832638	0.000784639
